frame,time_seconds,tracker_id,class_name,confidence,x1,y1,x2,y2
396,15.84,9,car,0.7709,1080.66,485.47,1192.07,562.9
397,15.88,8,truck,0.6399,344.65,271.11,441.21,407.37
397,15.88,9,car,0.8417,1070.05,479.34,1179.84,554.53
397,15.88,7,car,0.5084,43.21,665.46,208.86,718.26
398,15.92,8,truck,0.6717,343.14,272.16,440.26,409.15
398,15.92,9,car,0.8618,1059.58,473.42,1166.45,546.37
399,15.96,8,truck,0.6555,342.44,273.04,439.31,410.83
399,15.96,9,car,0.7509,1048.04,465.7,1153.27,538.32
400,16.0,8,truck,0.7023,341.34,274.46,439.21,413.12
400,16.0,9,car,0.8316,1041.3,460.45,1143.64,532.19
401,16.04,8,truck,0.6719,341.18,275.97,438.46,413.3
401,16.04,9,car,0.8864,1031.1,456.24,1132.98,524.5
402,16.08,8,truck,0.7175,338.96,276.21,437.61,415.47
402,16.08,9,car,0.862,1021.75,450.59,1120.74,518.24
403,16.12,8,truck,0.7078,338.14,276.1,437.14,417.85
403,16.12,9,car,0.8202,1015.7,444.35,1110.35,511.07
404,16.16,8,truck,0.6712,337.68,277.28,437.06,420.86
404,16.16,9,car,0.7208,1008.54,440.25,1102.83,503.74
405,16.2,8,truck,0.6272,336.32,278.38,435.49,422.07
405,16.2,9,car,0.7126,998.33,435.8,1089.55,497.9
406,16.24,8,truck,0.6702,334.95,279.18,434.92,424.42
406,16.24,9,car,0.8359,990.27,431.43,1081.21,493.4
407,16.28,8,truck,0.6972,333.13,280.17,434.35,425.58
407,16.28,9,car,0.6315,980.94,425.97,1072.36,487.23
408,16.32,8,truck,0.6022,330.87,280.67,432.96,428.94
408,16.32,9,car,0.6757,977.25,422.25,1064.46,480.63
409,16.36,8,truck,0.7532,329.38,282.02,433.2,430.2
409,16.36,9,car,0.652,969.33,418.42,1056.12,476.31
410,16.4,8,truck,0.7491,326.82,282.51,432.38,432.28
410,16.4,9,car,0.7125,962.04,414.22,1048.24,471.76
411,16.44,8,truck,0.754,325.42,282.72,431.26,433.45
411,16.44,9,car,0.7683,956.5,409.94,1039.33,466.14
412,16.48,8,truck,0.7426,323.22,283.31,430.4,437.31
412,16.48,9,car,0.7819,951.57,405.89,1033.88,462.28
413,16.52,8,truck,0.6707,322.83,282.26,429.58,441.05
413,16.52,9,car,0.8346,944.39,402.64,1025.09,457.09
414,16.56,8,truck,0.6825,320.85,284.55,430.29,441.06
414,16.56,9,car,0.7219,937.83,398.55,1019.78,453.74
415,16.6,8,truck,0.6942,318.11,284.18,428.85,445.04
415,16.6,9,car,0.7219,933.7,394.69,1010.38,448.38
415,16.6,10,car,0.5819,424.29,300.86,458.65,335.41
416,16.64,10,car,0.6451,423.53,301.09,458.49,336.24
416,16.64,8,truck,0.594,317.89,285.34,427.12,446.73
416,16.64,9,car,0.5897,929.45,392.55,1004.88,444.31
417,16.68,8,truck,0.6208,314.29,285.29,426.14,448.89
417,16.68,9,car,0.6791,921.87,388.46,998.28,438.89
417,16.68,10,car,0.5884,422.7,301.22,457.71,337.36
418,16.72,9,car,0.6,919.15,385.67,991.94,435.58
418,16.72,10,car,0.6069,421.28,297.97,458.1,338.44
418,16.72,8,truck,0.5732,309.87,288.35,425.0,453.55
419,16.76,8,truck,0.6305,307.79,290.88,424.0,456.59
419,16.76,9,car,0.655,911.89,382.59,986.56,431.35
419,16.76,10,car,0.6042,418.92,299.29,457.12,339.33
420,16.8,8,truck,0.618,306.6,292.19,423.09,458.63
420,16.8,9,car,0.6603,908.57,377.84,979.6,428.95
420,16.8,10,car,0.4832,414.47,297.96,456.08,340.44
421,16.84,8,truck,0.6869,304.54,292.9,422.43,460.61
421,16.84,9,car,0.7797,904.36,375.58,974.76,424.42
421,16.84,10,car,0.4483,415.61,303.95,455.3,342.56
422,16.88,8,truck,0.6878,302.21,294.62,421.67,462.74
422,16.88,9,car,0.702,899.71,372.96,969.75,421.32
422,16.88,10,car,0.5077,415.16,304.65,454.46,343.23
423,16.92,8,truck,0.6388,299.21,296.93,421.73,465.96
423,16.92,9,car,0.5308,895.94,371.23,963.3,417.82
423,16.92,10,car,0.4904,413.06,306.06,453.78,343.7
424,16.96,9,car,0.6715,894.0,369.72,958.19,414.55
424,16.96,8,truck,0.5658,297.74,297.04,421.3,466.83
424,16.96,10,car,0.4434,413.29,307.27,453.06,345.05
425,17.0,8,truck,0.6424,296.76,297.52,419.91,469.81
425,17.0,9,car,0.7619,886.85,365.21,953.49,411.45
425,17.0,10,car,0.6734,411.75,307.46,452.54,346.33
426,17.04,8,truck,0.7065,294.37,298.37,417.35,473.58
426,17.04,9,car,0.6394,880.24,363.2,947.95,407.93
426,17.04,10,car,0.6,411.39,307.79,452.01,347.54
427,17.08,8,truck,0.7771,292.41,298.97,416.42,476.17
427,17.08,9,car,0.6055,877.74,359.36,943.01,404.04
427,17.08,10,car,0.7459,411.35,308.51,450.86,347.91
428,17.12,8,truck,0.7846,289.91,299.82,415.43,478.16
428,17.12,9,car,0.6837,874.73,358.18,938.55,400.96
428,17.12,10,car,0.7995,409.91,309.65,450.53,350.4
429,17.16,8,truck,0.828,288.71,299.66,415.29,481.07
429,17.16,9,car,0.7274,870.67,356.05,933.71,398.5
429,17.16,10,car,0.8743,408.7,310.46,450.2,350.9
430,17.2,8,truck,0.7577,285.73,300.77,415.01,484.67
430,17.2,9,car,0.7576,864.54,352.62,928.51,396.23
430,17.2,10,car,0.8734,407.81,311.73,449.81,351.74
431,17.24,8,truck,0.7744,282.96,302.46,413.17,489.26
431,17.24,9,car,0.713,862.04,350.95,924.93,392.71
431,17.24,10,car,0.8324,407.4,312.75,448.94,352.32
432,17.28,8,truck,0.7165,276.38,304.04,410.64,491.32
432,17.28,9,car,0.7957,857.36,348.26,920.18,389.68
432,17.28,10,car,0.8381,406.45,312.86,449.44,353.79
433,17.32,8,truck,0.7215,276.99,306.12,409.2,494.93
433,17.32,9,car,0.6585,855.88,345.61,915.01,388.05
433,17.32,10,car,0.8287,404.91,313.28,449.63,354.61
434,17.36,8,truck,0.7621,274.8,307.75,408.49,499.26
434,17.36,9,car,0.6183,853.68,345.06,911.14,385.48
434,17.36,10,car,0.8202,404.84,314.0,448.8,356.17
435,17.4,8,truck,0.7856,270.7,307.65,407.39,501.06
435,17.4,9,car,0.6354,848.16,341.97,906.26,381.75
435,17.4,10,car,0.7925,403.98,316.0,448.22,358.2
436,17.44,8,truck,0.7938,269.24,309.26,407.75,505.22
436,17.44,9,car,0.7831,847.17,340.44,903.12,380.14
436,17.44,10,car,0.8398,403.39,317.28,447.86,359.35
437,17.48,8,truck,0.741,266.64,310.52,405.99,507.39
437,17.48,9,car,0.8479,841.29,339.62,897.23,377.67
437,17.48,10,car,0.7895,401.02,317.7,447.03,359.97
438,17.52,8,truck,0.7273,260.97,310.36,404.62,512.45
438,17.52,9,car,0.7584,840.46,336.9,895.67,375.16
438,17.52,10,car,0.7616,399.9,320.19,447.43,360.66
439,17.56,8,truck,0.7112,260.41,311.01,403.64,515.03
439,17.56,9,car,0.6731,833.26,334.93,890.6,372.82
439,17.56,10,car,0.811,398.59,321.68,446.63,362.4
440,17.6,8,truck,0.6182,258.08,314.01,401.52,520.99
440,17.6,9,car,0.7058,830.47,333.89,886.98,369.85
440,17.6,10,car,0.8373,398.17,323.73,446.15,363.99
441,17.64,8,truck,0.6952,255.11,315.6,398.88,523.38
441,17.64,9,car,0.6972,826.86,329.64,882.45,368.32
441,17.64,10,car,0.7762,397.25,326.17,445.54,365.76
442,17.68,8,truck,0.6552,252.36,316.47,397.89,528.62
442,17.68,9,car,0.7045,824.46,328.96,879.79,366.57
442,17.68,10,car,0.7858,395.61,326.83,444.77,366.89
443,17.72,8,truck,0.7176,246.58,314.77,397.77,531.78
443,17.72,9,car,0.6863,821.66,328.66,877.07,364.78
443,17.72,10,car,0.7829,394.5,327.1,444.65,367.75
444,17.76,10,car,0.7912,393.48,327.63,444.32,368.68
444,17.76,8,truck,0.5807,243.43,317.77,395.06,538.16
444,17.76,9,car,0.5259,820.55,326.02,873.23,361.94
445,17.8,8,truck,0.6522,237.87,319.55,395.05,538.54
445,17.8,9,car,0.7357,815.88,325.35,868.25,359.11
445,17.8,10,car,0.7337,391.83,329.02,444.15,369.88
446,17.84,8,truck,0.7041,238.46,321.82,394.14,543.77
446,17.84,9,car,0.7897,815.66,323.37,864.98,358.32
446,17.84,10,car,0.7248,390.27,330.79,442.51,371.0
447,17.88,8,truck,0.7199,233.26,322.9,391.42,549.06
447,17.88,9,car,0.8065,811.9,320.46,862.34,355.86
447,17.88,10,car,0.6549,388.13,332.15,442.85,373.9
448,17.92,8,truck,0.7593,229.26,325.72,388.74,555.49
448,17.92,9,car,0.7498,810.22,320.17,859.54,353.66
448,17.92,10,car,0.7029,387.38,334.08,442.25,374.42
449,17.96,8,truck,0.6577,221.3,325.89,389.42,560.6
449,17.96,9,car,0.7061,806.9,318.29,856.14,351.73
449,17.96,10,car,0.7179,385.91,335.26,441.41,376.23
450,18.0,8,truck,0.7514,220.62,328.87,388.38,563.72
450,18.0,9,car,0.6561,804.84,316.53,851.08,349.47
450,18.0,10,car,0.6361,385.39,335.52,440.99,377.85
451,18.04,9,car,0.7531,801.45,314.28,848.07,348.42
451,18.04,10,car,0.735,384.24,336.23,439.49,379.33
451,18.04,8,truck,0.477,215.17,329.5,385.97,569.3
452,18.08,8,truck,0.7831,214.42,330.49,383.05,573.0
452,18.08,9,car,0.8003,798.5,313.03,846.89,346.63
452,18.08,10,car,0.7091,383.76,336.59,437.78,381.26
453,18.12,8,truck,0.7725,208.8,331.92,382.39,579.17
453,18.12,9,car,0.7724,795.33,312.83,844.7,344.85
453,18.12,10,car,0.8093,382.85,338.11,437.9,383.43
454,18.16,8,truck,0.827,200.64,333.46,381.54,584.53
454,18.16,9,car,0.6517,793.77,312.24,838.99,342.58
454,18.16,10,car,0.8258,380.98,340.41,438.04,384.69
455,18.2,8,truck,0.7152,194.1,336.51,380.16,589.71
455,18.2,9,car,0.7946,792.05,310.65,836.34,341.71
455,18.2,10,car,0.7822,376.48,342.59,438.09,386.49
456,18.24,8,truck,0.6389,194.25,338.42,376.58,595.31
456,18.24,9,car,0.8054,787.81,309.1,832.54,339.83
456,18.24,10,car,0.6862,371.37,344.1,437.3,387.09
457,18.28,8,truck,0.6504,188.52,341.35,375.15,602.0
457,18.28,9,car,0.8191,785.49,306.74,831.6,338.11
457,18.28,10,car,0.759,375.06,345.07,437.06,389.13
458,18.32,8,truck,0.7323,183.27,342.23,373.32,607.78
458,18.32,9,car,0.7495,782.41,305.32,829.71,336.72
458,18.32,10,car,0.803,373.38,346.02,436.95,390.47
459,18.36,8,truck,0.7945,178.8,345.03,372.27,612.5
459,18.36,9,car,0.6451,780.32,305.86,826.73,334.99
459,18.36,10,car,0.6707,370.73,347.34,437.19,393.83
460,18.4,8,truck,0.8002,172.74,345.44,368.79,619.36
460,18.4,10,car,0.6723,376.49,350.2,436.71,395.93
460,18.4,9,car,0.4255,779.83,303.44,823.19,334.07
461,18.44,8,truck,0.8038,167.56,345.82,365.61,626.38
461,18.44,10,car,0.6749,375.46,353.97,437.22,398.12
461,18.44,9,car,0.4577,777.06,302.38,820.64,332.79
462,18.48,8,truck,0.7932,169.07,347.31,364.81,630.55
462,18.48,9,car,0.7165,775.38,299.89,817.52,330.05
462,18.48,10,car,0.7082,377.53,354.48,436.83,399.16
463,18.52,8,truck,0.7591,160.55,351.22,362.58,637.17
463,18.52,9,car,0.7325,772.15,298.97,816.04,328.5
463,18.52,10,car,0.6696,373.92,353.22,435.88,400.35
464,18.56,8,truck,0.7934,151.52,355.78,361.38,644.18
464,18.56,9,car,0.741,770.8,297.46,813.99,327.49
464,18.56,10,car,0.8115,373.45,354.81,436.57,402.83
465,18.6,8,truck,0.7417,150.51,357.67,359.75,649.82
465,18.6,10,car,0.8083,374.62,358.04,435.72,404.27
465,18.6,9,car,0.5025,767.8,295.81,810.75,327.17
466,18.64,8,truck,0.827,144.96,360.62,358.83,660.22
466,18.64,10,car,0.8552,375.41,359.96,436.46,405.92
467,18.68,8,truck,0.8418,132.61,361.88,355.34,667.97
467,18.68,10,car,0.8859,375.68,360.96,435.59,407.07
467,18.68,9,car,0.4704,764.3,294.2,803.8,324.44
468,18.72,8,truck,0.7645,128.4,363.41,352.91,675.71
468,18.72,9,car,0.7885,762.9,294.51,801.77,322.06
468,18.72,10,car,0.8658,374.81,361.3,435.32,410.29
469,18.76,8,truck,0.8662,120.22,365.26,350.18,680.81
469,18.76,9,car,0.8419,760.22,293.18,800.35,321.28
469,18.76,10,car,0.863,373.88,361.74,434.45,411.81
470,18.8,8,truck,0.853,114.08,367.76,348.4,691.64
470,18.8,9,car,0.8483,759.32,292.57,798.04,318.36
470,18.8,10,car,0.8213,375.68,364.75,434.2,412.41
471,18.84,8,truck,0.8625,104.82,372.65,344.21,698.54
471,18.84,9,car,0.8411,756.32,290.94,798.13,319.73
471,18.84,10,car,0.7595,373.19,367.49,434.8,414.21
472,18.88,8,truck,0.8545,96.97,374.92,341.65,705.89
472,18.88,9,car,0.7566,755.8,290.77,795.15,318.02
472,18.88,10,car,0.7508,372.35,368.17,434.47,416.82
473,18.92,8,truck,0.8389,96.84,376.68,338.51,712.59
473,18.92,9,car,0.6982,754.75,290.6,793.33,316.18
473,18.92,10,car,0.7859,371.1,369.66,434.14,419.04
474,18.96,8,truck,0.8629,89.34,380.34,335.94,714.26
474,18.96,9,car,0.6563,754.14,289.5,791.18,313.99
474,18.96,10,car,0.7929,372.12,370.98,433.77,421.64
475,19.0,8,truck,0.8684,82.53,383.35,333.63,716.7
475,19.0,10,car,0.7983,371.5,373.55,433.94,423.97
475,19.0,9,car,0.5436,752.27,288.84,788.56,311.97
476,19.04,8,truck,0.8091,72.14,387.82,330.83,715.81
476,19.04,9,car,0.7043,750.0,286.57,785.8,311.01
476,19.04,10,car,0.749,366.89,376.21,433.55,429.2
477,19.08,8,truck,0.7556,59.41,390.56,327.32,716.09
477,19.08,9,car,0.7611,746.95,285.8,786.56,310.55
477,19.08,10,car,0.7809,366.09,377.74,433.91,430.24
478,19.12,8,truck,0.7383,57.01,393.52,324.07,714.89
478,19.12,9,car,0.7011,744.41,285.51,783.67,309.69
478,19.12,10,car,0.7928,368.08,378.0,434.12,431.36
479,19.16,8,truck,0.7106,45.82,397.68,321.54,714.2
479,19.16,9,car,0.712,743.83,283.71,782.0,308.48
479,19.16,10,car,0.7517,368.01,381.15,434.66,434.25
480,19.2,8,truck,0.7429,36.13,398.91,318.75,715.87
480,19.2,10,car,0.7774,368.1,384.16,436.02,438.08
480,19.2,9,car,0.5448,741.99,283.46,780.83,307.17
481,19.24,8,truck,0.6061,34.45,405.1,314.43,712.97
481,19.24,10,car,0.7476,367.39,385.42,435.47,439.78
481,19.24,9,car,0.5456,741.42,282.76,779.38,306.56
482,19.28,8,truck,0.6354,3.74,408.53,309.44,713.77
482,19.28,10,car,0.7995,365.57,386.62,435.63,442.71
482,19.28,9,car,0.3801,739.32,281.23,774.22,305.1
483,19.32,8,truck,0.6198,0.17,410.69,307.34,713.72
483,19.32,9,car,0.6684,738.81,280.01,771.66,301.93
483,19.32,10,car,0.8173,365.03,390.32,434.5,444.68
484,19.36,10,car,0.738,363.64,393.07,434.98,447.74
484,19.36,8,truck,0.4341,1.0,414.34,302.92,714.26
484,19.36,9,car,0.5514,738.16,279.83,768.48,300.81
485,19.4,9,car,0.6874,736.47,278.85,768.35,300.86
485,19.4,10,car,0.6798,362.4,394.25,437.9,451.53
485,19.4,8,truck,0.4889,0.02,420.7,298.35,713.71
486,19.44,9,car,0.6171,733.87,278.03,767.57,301.11
486,19.44,10,car,0.7181,364.14,396.11,436.35,454.07
487,19.48,9,car,0.7148,732.16,277.43,766.8,300.44
487,19.48,10,car,0.7232,363.27,399.83,438.19,457.19
487,19.48,8,truck,0.4058,0.18,428.22,291.04,716.02
488,19.52,9,car,0.7506,729.23,277.97,764.8,300.47
488,19.52,10,car,0.7398,362.67,401.85,441.55,460.5
489,19.56,9,car,0.6772,727.55,275.78,762.66,299.32
489,19.56,10,car,0.8041,361.37,403.24,439.12,462.33
490,19.6,10,car,0.7332,360.89,406.64,435.92,465.04
490,19.6,8,truck,0.4511,0.33,440.85,278.08,716.16
490,19.6,9,car,0.553,726.82,275.95,760.96,297.7
491,19.64,10,car,0.6656,360.17,408.65,434.7,466.47
491,19.64,8,bus,0.3594,0.25,445.29,271.34,714.28
491,19.64,9,car,0.439,727.46,276.4,760.06,297.2
492,19.68,9,car,0.626,725.75,274.75,758.55,295.98
492,19.68,10,car,0.7141,360.36,410.38,434.67,471.24
492,19.68,8,bus,0.4284,0.63,451.11,265.99,712.86
493,19.72,10,car,0.67,357.37,414.99,433.62,476.63
493,19.72,9,car,0.563,723.93,273.93,756.18,295.0
494,19.76,10,car,0.7394,353.59,416.69,434.6,479.03
494,19.76,9,car,0.4382,722.85,272.52,754.51,293.75
495,19.8,10,car,0.6958,354.02,418.01,434.96,482.44
495,19.8,8,bus,0.3809,0.0,470.76,252.01,711.18
495,19.8,9,car,0.4866,722.36,272.43,753.62,293.71
496,19.84,10,car,0.6249,355.16,421.91,435.73,486.23
496,19.84,9,car,0.489,720.97,270.39,752.95,293.18
497,19.88,10,car,0.7473,355.63,425.12,434.26,490.38
497,19.88,9,car,0.3597,720.31,270.67,752.73,291.68
498,19.92,10,car,0.8073,355.33,427.34,434.3,492.7
499,19.96,10,car,0.7493,353.26,432.4,434.17,496.16
500,20.0,10,car,0.7166,348.65,432.78,433.97,502.17
501,20.04,10,car,0.6704,350.6,435.97,434.67,505.31
502,20.08,10,car,0.6807,351.54,439.87,433.75,508.06
502,20.08,9,car,0.492,714.26,267.97,745.55,286.77
503,20.12,10,car,0.7814,349.55,443.47,435.32,511.74
504,20.16,10,car,0.6505,349.88,448.36,433.35,515.83
505,20.2,10,car,0.6502,345.65,449.48,436.18,521.38
505,20.2,9,car,0.3996,712.76,266.7,739.84,284.36
506,20.24,10,car,0.7169,347.67,453.12,434.47,526.44
506,20.24,9,car,0.3633,712.33,265.17,738.92,283.84
507,20.28,10,car,0.7431,346.12,457.25,435.28,529.59
507,20.28,9,car,0.398,710.82,264.32,737.72,282.98
508,20.32,10,car,0.7068,342.8,461.44,435.94,537.22
508,20.32,9,car,0.5938,709.11,263.54,737.53,283.05
509,20.36,10,car,0.767,342.93,464.68,436.68,541.05
509,20.36,9,car,0.5386,708.92,262.48,736.19,281.25
510,20.4,10,car,0.6929,341.15,468.5,436.06,546.38
511,20.44,10,car,0.717,338.32,473.69,435.96,552.64
512,20.48,10,car,0.767,340.16,476.18,435.44,557.15
513,20.52,10,car,0.7151,339.28,480.34,437.23,562.49
514,20.56,10,car,0.7577,334.51,484.25,437.05,569.56
515,20.6,10,car,0.7383,333.78,490.06,437.17,575.35
516,20.64,10,car,0.6767,334.03,494.93,437.79,580.8
516,20.64,9,car,0.3881,700.04,259.4,729.41,277.02
517,20.68,10,car,0.7168,331.4,498.35,435.98,586.06
517,20.68,9,car,0.4085,698.3,259.22,728.29,277.35
518,20.72,10,car,0.6582,329.42,504.66,438.37,594.2
518,20.72,9,car,0.4749,697.41,259.49,726.56,276.83
519,20.76,10,car,0.6803,327.36,510.18,438.59,601.84
520,20.8,10,car,0.6943,326.91,513.09,439.56,608.87
521,20.84,10,car,0.6167,324.57,522.14,438.93,615.58
522,20.88,10,car,0.5951,316.84,527.44,438.7,624.47
523,20.92,10,car,0.7648,320.71,530.74,439.44,628.98
524,20.96,10,car,0.5539,311.5,536.97,439.05,640.18
525,21.0,10,truck,0.3504,310.49,541.02,438.44,647.68
526,21.04,10,car,0.6621,310.56,551.54,437.03,657.5
527,21.08,10,car,0.7298,309.42,558.86,437.98,664.45
528,21.12,10,car,0.5819,300.84,562.83,437.76,675.71
529,21.16,10,car,0.7021,303.0,572.58,437.64,686.45
530,21.2,10,car,0.8459,290.68,579.64,436.26,696.32
531,21.24,10,car,0.7168,286.23,587.96,436.09,706.33
532,21.28,10,car,0.7479,283.99,593.57,435.71,718.04
533,21.32,10,car,0.7062,282.0,603.84,435.12,718.91
534,21.36,10,car,0.6641,282.22,613.76,434.7,720.0
535,21.4,10,car,0.7245,274.88,623.57,433.48,719.94
536,21.44,10,car,0.5622,277.24,630.02,434.13,718.34
537,21.48,10,car,0.5862,277.95,641.01,433.48,720.0
